role_id,source_version,city,province,family_size,generation_category,older_member_present,weekday_day_presence,evening_presence,routine_regularity,monthly_income_scenario_yuan,monthly_bill_scenario_yuan,bill_pressure_description,budget_explanation,tradeoff_condition,cost_importance_1_5,comfort_importance_1_5,grid_importance_1_5,control_condition,housing_form,h7_room_category,h7_room_minimum,h6_design_building_area_m2,h6_area_basis,whole_dwelling_building_area_m2,whole_dwelling_area_status,household_accounted_net_area_m2,whole_dwelling_modeled_net_area_m2,selected_controlled_zone_area_m2,common_allocated_area_m2,other_resident_count,building_type,virtual_building_id,housing_mode,source_catalog_key,weather_station_key,weather_station_distance_km,private_control_scope,home_charging_access,home_ev_driver_member_id,role_card_short,actor_card_full,event_presence_status,participant_feedback_status,simulation_result_status,population_weight_status,owned_ac_unit_count,eb_controllable_ac_unit_count,eb_selected_ac_zone_count,synthetic_owned_device_types,eb_intervention_device_types,owned_background_excluded_device_types
cityrole-0220,v2_control1_D_inputs,慈溪市,浙江,5,3,0,mostly_occupied,partly_home,partly_regular,10000,120,电费不构成当前预算约束,本月电费已列入预算，按当前金额可以承担。,both_low,2,2,4,low_auto_accept,independent_dwelling,four_rooms,4,52.5,synthetic_H6_like_whole_dwelling_building_area,52.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,39.473684,39.473684,39.473684,0,NOT_APPLICABLE,apartment,cn-home-0220,self_contained_four_room_thermally_aggregated,Low-rise apartment_Hangzhou_2001,CHN_Zhejiang.Hangzhou.584570_CSWD,93.307,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0220｜浙江慈溪市｜本户5人；独立住房设计建筑面积52.5㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0220｜浙江慈溪市｜本户5人。独立住房设计建筑面积52.5㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0221,v2_control1_D_inputs,武汉市,湖北,3,2,0,sometimes_occupied,partly_home,partly_regular,19500,520,电费超出预算会挤占必要支出,本月收入已有其他固定支出安排，可灵活调整的预算较紧。,both_low,1,1,3,confirm_required,independent_dwelling,three_rooms,3,43.5,synthetic_H6_like_whole_dwelling_building_area,43.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,32.706767,32.706767,32.706767,0,NOT_APPLICABLE,apartment,cn-home-0221,self_contained_source_three_room,Low-rise apartment_Wuhan_2001,CHN_Hubei.Wuhan.574940_CSWD,17.056,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0221｜湖北武汉市｜本户3人；独立住房设计建筑面积43.5㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有2台，本次可控2台。","【v2隔离合成角色；无真人回答】
cityrole-0221｜湖北武汉市｜本户3人。独立住房设计建筑面积43.5㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有2台，本次可控2台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,2,2,2,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0222,v2_control1_D_inputs,兰州市,甘肃,1,1,0,mostly_occupied,mostly_home,regular,9500,220,电费可承担，但会留意变化,本月电费可承担，但家庭会留意它的变化。,comfort_priority,1,5,3,low_auto_accept,independent_dwelling,three_rooms,3,75.0,synthetic_H6_like_whole_dwelling_building_area,75.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,56.390977,56.390977,56.390977,0,NOT_APPLICABLE,apartment,cn-home-0222,self_contained_source_three_room,Low-rise apartment_Lanzhou_2010,CHN_Gansu.Lanzhou.528890_CSWD,6.983,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0222｜甘肃兰州市｜本户1人；独立住房设计建筑面积75.0㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0222｜甘肃兰州市｜本户1人。独立住房设计建筑面积75.0㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0223,v2_control1_D_inputs,大理市,云南,4,2,1,mostly_occupied,partly_home,partly_regular,18000,240,电费有压力，需调整其他开支,必要生活开支较多，本月电费变化容易挤占其他项目。,comfort_priority,1,5,3,low_auto_accept,independent_dwelling,three_rooms,3,138.0,synthetic_H6_like_whole_dwelling_building_area,138.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,103.759398,103.759398,103.759398,0,NOT_APPLICABLE,apartment,cn-home-0223,self_contained_source_three_room,High-rise apartment(slab type)_Lijiang_2019,CHN_Yunnan.Lijiang.566510_CSWD,141.472,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0223｜云南大理市｜本户4人；独立住房设计建筑面积138.0㎡。原合成持有设备：ac,dryer,electric_water_heater,washer；本次EB纳入：ac,dryer,electric_water_heater,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0223｜云南大理市｜本户4人。独立住房设计建筑面积138.0㎡。
原合成持有设备：ac,dryer,electric_water_heater,washer；本次EB纳入：ac,dryer,electric_water_heater,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,dryer,electric_water_heater,washer","ac,dryer,electric_water_heater,washer",none
cityrole-0224,v2_control1_D_inputs,江山市,浙江,4,3,1,sometimes_occupied,varies,irregular,26000,520,电费有余量，通常不需改变开支,本月电费占可安排预算较小。,saving_priority,5,1,5,high_trust_auto,independent_dwelling,three_rooms,3,138.0,synthetic_H6_like_whole_dwelling_building_area,138.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,103.759398,103.759398,103.759398,0,NOT_APPLICABLE,apartment,cn-home-0224,self_contained_source_three_room,High-rise apartment(slab type)_Wenzhou_2010,CHN_Zhejiang.Quxian.586330_CSWD,42.368,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0224｜浙江江山市｜本户4人；独立住房设计建筑面积138.0㎡。原合成持有设备：ac,dryer,electric_water_heater,washer；本次EB纳入：ac,dryer,electric_water_heater,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0224｜浙江江山市｜本户4人。独立住房设计建筑面积138.0㎡。
原合成持有设备：ac,dryer,electric_water_heater,washer；本次EB纳入：ac,dryer,electric_water_heater,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,dryer,electric_water_heater,washer","ac,dryer,electric_water_heater,washer",none
cityrole-0225,v2_control1_D_inputs,深圳市,广东,2,1,1,mostly_occupied,mostly_home,regular,6400,520,电费可承担，但会留意变化,本月电费可承担，但家庭会留意它的变化。,middle,3,3,3,confirm_required,independent_dwelling,one_room,1,69.0,synthetic_H6_like_whole_dwelling_building_area,69.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,51.879699,51.879699,51.879699,0,NOT_APPLICABLE,apartment,cn-home-0225,self_contained_openplan,High-rise apartment(slab type)_Guangzhou_2003,CHN_Guangdong.Zhengcheng.592940_CSWD,71.504,D_selected_EB_devices_and_private_AC_zones,0,,【v2隔离合成角色；无真人回答】cityrole-0225｜广东深圳市｜本户2人；独立住房设计建筑面积69.0㎡。原合成持有设备：ac；本次EB纳入：ac；空调持有1台，本次可控1台。,"【v2隔离合成角色；无真人回答】
cityrole-0225｜广东深圳市｜本户2人。独立住房设计建筑面积69.0㎡。
原合成持有设备：ac；本次EB纳入：ac；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,ac,ac,none
cityrole-0226,v2_control1_D_inputs,武汉市,湖北,2,2,0,variable,varies,irregular,4000,480,电费有余量，通常不需改变开支,家庭已为当前电费预留预算，按这个金额可以承担；增加用电仍需重新权衡。,both_high,4,4,4,confirm_required,independent_dwelling,two_rooms,2,69.0,synthetic_H6_like_whole_dwelling_building_area,69.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,51.879699,51.879699,51.879699,0,NOT_APPLICABLE,apartment,cn-home-0226,self_contained_openplan,Low-rise apartment_Wuhan_2010,CHN_Hubei.Wuhan.574940_CSWD,17.056,D_selected_EB_devices_and_private_AC_zones,1,m01,"【v2隔离合成角色；无真人回答】cityrole-0226｜湖北武汉市｜本户2人；独立住房设计建筑面积69.0㎡。原合成持有设备：ac,dryer,home_ev,washer；本次EB纳入：ac,dryer,home_ev,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0226｜湖北武汉市｜本户2人。独立住房设计建筑面积69.0㎡。
原合成持有设备：ac,dryer,home_ev,washer；本次EB纳入：ac,dryer,home_ev,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,dryer,home_ev,washer","ac,dryer,home_ev,washer",none
cityrole-0227,v2_control1_D_inputs,开封市,河南,2,2,0,mostly_occupied,mostly_home,regular,9000,120,电费不构成当前预算约束,本月电费占可安排预算较小。,middle,3,3,2,confirm_required,independent_dwelling,four_rooms,4,150.0,synthetic_H6_like_whole_dwelling_building_area,150.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,112.781955,112.781955,112.781955,0,NOT_APPLICABLE,apartment,cn-home-0227,self_contained_four_room_thermally_aggregated,High-rise apartment(slab type)_Zhengzhou_2018,CHN_Henan.Zhengzhou.570830_CSWD,63.974,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0227｜河南开封市｜本户2人；独立住房设计建筑面积150.0㎡。原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0227｜河南开封市｜本户2人。独立住房设计建筑面积150.0㎡。
原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,washer","ac,washer",none
cityrole-0228,v2_control1_D_inputs,广州市,广东,6,3,0,mostly_occupied,partly_home,irregular,57000,720,电费有压力，需调整其他开支,本月收入已有其他固定支出安排，可灵活调整的预算较紧。,comfort_priority,2,4,3,confirm_required,independent_dwelling,two_rooms,2,63.0,synthetic_H6_like_whole_dwelling_building_area,63.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,47.368421,47.368421,47.368421,0,NOT_APPLICABLE,apartment,cn-home-0228,self_contained_openplan,High-rise apartment(slab type)_Guangzhou_2003,CHN_Guangdong.Guangzhou.592870_CSWD,5.46,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0228｜广东广州市｜本户6人；独立住房设计建筑面积63.0㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0228｜广东广州市｜本户6人。独立住房设计建筑面积63.0㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0229,v2_control1_D_inputs,诸暨市,浙江,2,1,0,sometimes_occupied,partly_home,partly_regular,4000,120,电费不构成当前预算约束,本月电费已列入预算，按当前金额可以承担。,both_high,4,4,3,high_trust_auto,independent_dwelling,one_room,1,69.0,synthetic_H6_like_whole_dwelling_building_area,69.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,51.879699,51.879699,51.879699,0,NOT_APPLICABLE,apartment,cn-home-0229,self_contained_openplan,Low-rise apartment_Hangzhou_2001,CHN_Zhejiang.Hangzhou.584570_CSWD,57.23,D_selected_EB_devices_and_private_AC_zones,0,,【v2隔离合成角色；无真人回答】cityrole-0229｜浙江诸暨市｜本户2人；独立住房设计建筑面积69.0㎡。原合成持有设备：ac；本次EB纳入：ac；空调持有1台，本次可控1台。,"【v2隔离合成角色；无真人回答】
cityrole-0229｜浙江诸暨市｜本户2人。独立住房设计建筑面积69.0㎡。
原合成持有设备：ac；本次EB纳入：ac；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,ac,ac,none
cityrole-0230,v2_control1_D_inputs,衡水市,河北,1,1,0,sometimes_occupied,partly_home,partly_regular,9500,120,电费有余量，通常不需改变开支,本月电费占可安排预算较小。,middle,3,3,2,high_trust_auto,independent_dwelling,three_rooms,3,64.5,synthetic_H6_like_whole_dwelling_building_area,64.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,48.496241,48.496241,48.496241,0,NOT_APPLICABLE,apartment,cn-home-0230,self_contained_source_three_room,Low-rise apartment_Raoyang_1995,CHN_Hebei.Raoyang.546060_CSWD,54.988,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0230｜河北衡水市｜本户1人；独立住房设计建筑面积64.5㎡。原合成持有设备：ac,dryer,washer；本次EB纳入：ac,dryer,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0230｜河北衡水市｜本户1人。独立住房设计建筑面积64.5㎡。
原合成持有设备：ac,dryer,washer；本次EB纳入：ac,dryer,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,dryer,washer","ac,dryer,washer",none
cityrole-0231,v2_control1_D_inputs,广州市,广东,2,1,0,variable,varies,irregular,6400,360,电费有余量，通常不需改变开支,本月电费已列入预算，按当前金额可以承担。,middle,3,3,4,low_auto_accept,independent_dwelling,three_rooms,3,49.0,synthetic_H6_like_whole_dwelling_building_area,49.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,36.842105,36.842105,36.842105,0,NOT_APPLICABLE,apartment,cn-home-0231,self_contained_source_three_room,High-rise apartment(slab type)_Guangzhou_2003,CHN_Guangdong.Guangzhou.592870_CSWD,5.46,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0231｜广东广州市｜本户2人；独立住房设计建筑面积49.0㎡。原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。","【v2隔离合成角色；无真人回答】
cityrole-0231｜广东广州市｜本户2人。独立住房设计建筑面积49.0㎡。
原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,"electric_water_heater,washer","electric_water_heater,washer",none
cityrole-0232,v2_control1_D_inputs,温州市,浙江,1,1,1,mostly_occupied,mostly_home,regular,2000,120,电费超出预算会挤占必要支出,必要生活开支较多，本月电费变化容易挤占其他项目。,middle,3,3,4,confirm_required,shared_dwelling_private_rooms_with_allocated_common_area,two_rooms,2,24.5,synthetic_H6_like_household_attributed_building_area_in_shared_dwelling,42.034893,EXPERIMENTAL_DESIGN_NOT_OBSERVED,23.275,39.933148,12.071924,11.203076,UNKNOWN,apartment,cn-home-0232,shared_flat_private_rooms,High-rise apartment(slab type)_Wenzhou_2001,CHN_Zhejiang.Wenzhou.586590_CSWD,2.523,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0232｜浙江温州市｜本户1人；合住：本户H6归属建筑面积24.5㎡；整套设计建筑面积42.034893㎡。其他住户人数未知。原合成持有设备：ac,washer；本次EB纳入：ac；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0232｜浙江温州市｜本户1人。合住：本户H6归属建筑面积24.5㎡；整套设计建筑面积42.034893㎡。其他住户人数未知。
原合成持有设备：ac,washer；本次EB纳入：ac；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,washer",ac,washer
cityrole-0233,v2_control1_D_inputs,仙桃市,湖北,1,1,0,variable,varies,irregular,9500,720,电费有余量，通常不需改变开支,本月电费占可安排预算较小。,comfort_priority,1,5,1,confirm_required,independent_dwelling,three_rooms,3,75.0,synthetic_H6_like_whole_dwelling_building_area,75.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,56.390977,56.390977,56.390977,0,NOT_APPLICABLE,apartment,cn-home-0233,self_contained_source_three_room,Low-rise apartment_Wuhan_2001,CHN_Hubei.Wuhan.574940_CSWD,70.439,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0233｜湖北仙桃市｜本户1人；独立住房设计建筑面积75.0㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有2台，本次可控2台。","【v2隔离合成角色；无真人回答】
cityrole-0233｜湖北仙桃市｜本户1人。独立住房设计建筑面积75.0㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有2台，本次可控2台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,2,2,2,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0234,v2_control1_D_inputs,肇东市,黑龙江,1,1,1,mostly_occupied,mostly_home,regular,4500,220,电费超出预算会挤占必要支出,必要生活开支较多，本月电费变化容易挤占其他项目。,saving_priority,5,1,5,low_auto_accept,independent_dwelling,three_rooms,3,44.5,synthetic_H6_like_whole_dwelling_building_area,44.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,33.458647,33.458647,33.458647,0,NOT_APPLICABLE,apartment,cn-home-0234,self_contained_source_three_room,Low-rise apartment_Anda_2018,CHN_Heilongjiang.Anda.508540_CSWD,62.107,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0234｜黑龙江肇东市｜本户1人；独立住房设计建筑面积44.5㎡。原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0234｜黑龙江肇东市｜本户1人。独立住房设计建筑面积44.5㎡。
原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,washer","ac,washer",none
cityrole-0235,v2_control1_D_inputs,重庆市,重庆,1,1,0,sometimes_occupied,partly_home,partly_regular,9500,720,电费有余量，通常不需改变开支,本月电费占可安排预算较小。,both_low,1,1,5,confirm_required,independent_dwelling,two_rooms,2,75.0,synthetic_H6_like_whole_dwelling_building_area,75.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,56.390977,56.390977,56.390977,0,NOT_APPLICABLE,apartment,cn-home-0235,self_contained_openplan,Low-rise apartment_Youyang_2001,CHN_Chongqing.Chongqing.Shapingba.575160_CSWD,5.879,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0235｜重庆重庆市｜本户1人；独立住房设计建筑面积75.0㎡。原合成持有设备：dryer,washer；本次EB纳入：dryer,washer；空调持有0台，本次可控0台。","【v2隔离合成角色；无真人回答】
cityrole-0235｜重庆重庆市｜本户1人。独立住房设计建筑面积75.0㎡。
原合成持有设备：dryer,washer；本次EB纳入：dryer,washer；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,"dryer,washer","dryer,washer",none
cityrole-0236,v2_control1_D_inputs,深圳市,广东,2,1,0,variable,varies,irregular,9000,360,电费不构成当前预算约束,本月电费占可安排预算较小。,comfort_priority,2,4,4,high_trust_auto,independent_dwelling,one_room,1,49.0,synthetic_H6_like_whole_dwelling_building_area,49.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,36.842105,36.842105,36.842105,0,NOT_APPLICABLE,apartment,cn-home-0236,self_contained_openplan,Low-rise apartment_Guangzhou_2003,CHN_Guangdong.Zhengcheng.592940_CSWD,71.504,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0236｜广东深圳市｜本户2人；独立住房设计建筑面积49.0㎡。原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0236｜广东深圳市｜本户2人。独立住房设计建筑面积49.0㎡。
原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,washer","ac,washer",none
cityrole-0237,v2_control1_D_inputs,南京市,江苏,1,1,0,mostly_occupied,mostly_home,regular,9500,120,电费不构成当前预算约束,本月电费占可安排预算较小。,saving_priority,4,2,4,high_trust_auto,independent_dwelling,one_room,1,64.5,synthetic_H6_like_whole_dwelling_building_area,64.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,48.496241,48.496241,48.496241,0,NOT_APPLICABLE,apartment,cn-home-0237,self_contained_openplan,High-rise apartment(slab type)_Nanjing_2001,CHN_Jiangsu.Nanjing.582380_CSWD,88.368,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0237｜江苏南京市｜本户1人；独立住房设计建筑面积64.5㎡。原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有2台，本次可控2台。","【v2隔离合成角色；无真人回答】
cityrole-0237｜江苏南京市｜本户1人。独立住房设计建筑面积64.5㎡。
原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有2台，本次可控2台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,2,2,2,"ac,washer","ac,washer",none
cityrole-0238,v2_control1_D_inputs,泰安市,山东,1,1,0,variable,varies,irregular,2000,240,电费有压力，需调整其他开支,必要生活开支较多，本月电费变化容易挤占其他项目。,both_low,2,2,2,low_auto_accept,independent_dwelling,one_room,1,24.5,synthetic_H6_like_whole_dwelling_building_area,24.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,18.421053,18.421053,18.421053,0,NOT_APPLICABLE,apartment,cn-home-0238,self_contained_openplan,Low-rise apartment_Jinan_2010,CHN_Shandong.Jinan.548230_CSWD,46.059,D_selected_EB_devices_and_private_AC_zones,0,,【v2隔离合成角色；无真人回答】cityrole-0238｜山东泰安市｜本户1人；独立住房设计建筑面积24.5㎡。原合成持有设备：ac；本次EB纳入：ac；空调持有1台，本次可控1台。,"【v2隔离合成角色；无真人回答】
cityrole-0238｜山东泰安市｜本户1人。独立住房设计建筑面积24.5㎡。
原合成持有设备：ac；本次EB纳入：ac；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,ac,ac,none
cityrole-0239,v2_control1_D_inputs,潮州市,广东,2,1,1,sometimes_occupied,partly_home,partly_regular,6400,360,电费超出预算会挤占必要支出,必要生活开支较多，本月电费变化容易挤占其他项目。,saving_priority,4,2,2,low_auto_accept,independent_dwelling,two_rooms,2,49.0,synthetic_H6_like_whole_dwelling_building_area,49.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,36.842105,36.842105,36.842105,0,NOT_APPLICABLE,apartment,cn-home-0239,self_contained_openplan,Low-rise apartment_Shantou_2003,CHN_Guangdong.Shantou.593160_CSWD,46.236,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0239｜广东潮州市｜本户2人；独立住房设计建筑面积49.0㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0239｜广东潮州市｜本户2人。独立住房设计建筑面积49.0㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
